MedicineID,MedicineName,DosageForm,Category,Type,UnitPrice,SupplierID,RequiresPrescription,StorageCondition
MED0530,Tamoxifen   20Mg,Tablet,Oral Solid,Drug,4.32,SUP007,Yes,Room Temperature
MED0531,Ferrodep,Capsule,Oral Solid,Drug,3.84,SUP011,No,Room Temperature
MED0532,Psoriane Shampoo Intensif 125Ml,Shampoo,Personal Care,Supply,20.74,SUP013,No,Refrigerated
MED0533,Avocom 0.1% Cream,Cream,Topical,Supply,23.87,SUP007,No,Room Temperature
MED0534,Prebiotic For Healthy Bowel Movement,Lozenge,Oral Solid,Drug,5.53,SUP012,No,Refrigerated
MED0535,Svr  Hydracid C20 Creme 30Ml,Cream,Topical,Supply,28.88,SUP003,No,Room Temperature
MED0536,Metazolawa 500Mg,Tablet,Oral Solid,Drug,15.69,SUP009,No,Room Temperature
MED0537,Ovumix,Suppository,Suppository,Drug,6.68,SUP014,Yes,Cool & Dry
MED0538,Doxycycline-Belmed 100Mg,Tablet,Oral Solid,Drug,12.73,SUP002,Yes,Cool & Dry
MED0539,Aciclovir 400 Mg,Tablet,Oral Solid,Drug,15.34,SUP014,No,Cool & Dry
MED0540,Actipur Mousse Dermo 150Ml,Spray,Respiratory,Supply,11.67,SUP004,Yes,Refrigerated
MED0541,Momaderm Cream 30G 0.1%,Cream,Topical,Drug,33.31,SUP008,No,Refrigerated
MED0542,Benta D 10000,Tablet,Oral Solid,Drug,19.35,SUP003,No,Cool & Dry
MED0543,Oximal 15Mg 30Tab,Tablet,Oral Solid,Drug,3.5,SUP002,No,Cool & Dry
MED0544,Awazitro 250Mg,Tablet,Oral Solid,Drug,1.98,SUP013,No,Cool & Dry
MED0545,L-Thyroxin 50 Berlin-Chemie,Tablet,Oral Solid,Drug,7.27,SUP015,No,Refrigerated
MED0546,Lrp Anthelios Xl50+ Sensitive Eyes Innovation,Cream,Topical,Supply,28.06,SUP014,No,Room Temperature
MED0547,Nogrippin 100Ml,Syrup,Oral Liquid,Supply,17.33,SUP005,No,Cool & Dry
MED0548,Tamdus D 0.4/0.5 Mg,Capsule,Oral Solid,Drug,8.84,SUP004,No,Room Temperature
MED0549,Zincomega 5Ml X 20 Spoons,Syrup,Oral Liquid,Drug,13.44,SUP004,Yes,Refrigerated
MED0550,Scopinal,Tablet,Oral Solid,Drug,2.91,SUP001,No,Room Temperature
MED0551,Dermacos Anti-Acne Gel,Gel,Topical,Supply,28.55,SUP011,Yes,Room Temperature
MED0552,Troderm 10Mg/G+1Mg/G,Cream,Topical,Supply,26.21,SUP011,No,Cool & Dry
MED0553,Panderm Cream 15G,Cream,Topical,Supply,6.77,SUP009,Yes,Room Temperature
MED0554,Lavistina 16Mg,Tablet,Oral Solid,Drug,15.79,SUP001,Yes,Room Temperature
MED0555,Ginkgo Biloba Complex,Tablet,Oral Solid,Drug,17.23,SUP001,Yes,Room Temperature
MED0556,Betaloc Zok  50Mg,Tablet,Oral Solid,Drug,12.61,SUP011,No,Room Temperature
MED0557,Depo-Medrol Vial 80Mg,Injection,Injectable,Drug,18.47,SUP014,Yes,Refrigerated
MED0558,Foltene Strengthening For Thinning Hair For Men Shampoo,Shampoo,Personal Care,Supply,29.55,SUP012,Yes,Refrigerated
MED0559,Anivagene Shampoo Women,Shampoo,Personal Care,Drug,23.91,SUP004,No,Room Temperature
MED0560,Progesteron Depo 250Mg/Ml,Injection,Injectable,Supply,34.3,SUP008,Yes,Refrigerated
MED0561,Air Doctor Pack,Suppository,Suppository,Drug,10.85,SUP001,No,Cool & Dry
MED0562,Calmex,Syrup,Oral Liquid,Drug,7.93,SUP001,No,Room Temperature
MED0563,Panto-Denk 20Mg,Tablet,Oral Solid,Supply,10.86,SUP004,Yes,Cool & Dry
MED0564,Glucophage 1000Mg,Tablet,Oral Solid,Drug,7.81,SUP013,No,Cool & Dry
MED0565,Aerius 5Mg Film Tablet T,Tablet,Oral Solid,Drug,17.22,SUP004,Yes,Cool & Dry
MED0566,Phyllocontin,Tablet,Oral Solid,Drug,16.71,SUP003,No,Refrigerated
MED0567,Amaryl 4 Mg,Tablet,Oral Solid,Drug,3.45,SUP014,No,Room Temperature
MED0568,Gasec-40Mg,Capsule,Oral Solid,Drug,19.27,SUP003,No,Room Temperature
MED0569,Allercet 10Mg,Tablet,Oral Solid,Drug,13.26,SUP009,No,Room Temperature
MED0570,Seroflo 250,Inhaler,Respiratory,Drug,34.52,SUP006,Yes,Room Temperature
MED0571,Panalife 500Mg,Tablet,Oral Solid,Drug,14.59,SUP006,Yes,Room Temperature
MED0572,Maalox Plus,Tablet,Oral Solid,Drug,9.56,SUP007,No,Cool & Dry
MED0573,Azavan 30Mg,Tablet,Oral Solid,Drug,15.08,SUP013,No,Room Temperature
MED0574,Alarin 10Mg,Tablet,Oral Solid,Drug,19.36,SUP011,No,Room Temperature
MED0575,Amlodipine 5Mg,Tablet,Oral Solid,Drug,6.5,SUP011,No,Room Temperature
MED0576,Zinoral,Shampoo,Personal Care,Supply,24.63,SUP007,Yes,Room Temperature
MED0577,Montal 10Mg Tab,Tablet,Oral Solid,Drug,11.46,SUP001,No,Room Temperature
MED0578,Edolfene 5Ml  0.03%,Eye Drop,Ophthalmic,Drug,21.05,SUP009,No,Room Temperature
MED0579,Munderm Jel 30G,Ointment,Topical,Drug,19.12,SUP013,No,Refrigerated
MED0580,Gabatrex 300Mg,Capsule,Oral Solid,Drug,15.02,SUP005,Yes,Cool & Dry
MED0581,Clafen 100Mg,Suppository,Suppository,Drug,8.29,SUP008,Yes,Room Temperature
MED0582,Flamex 200Mg  3Sheet,Capsule,Oral Solid,Drug,17.26,SUP001,Yes,Refrigerated
MED0583,Ketro Injection 10Amp,Injection,Injectable,Drug,68.15,SUP011,No,Room Temperature
MED0584,Bepanthen 30G,Cream,Topical,Drug,6.21,SUP012,No,Room Temperature
MED0585,Foli-Max 30Tab,Tablet,Oral Solid,Drug,17.81,SUP012,No,Room Temperature
MED0586,B-6 100Mg,Tablet,Oral Solid,Drug,6.01,SUP007,No,Room Temperature
MED0587,Magnesium 250Mg,Capsule,Oral Solid,Supply,10.1,SUP009,No,Room Temperature
MED0588,Fefol,Capsule,Oral Solid,Drug,12.79,SUP002,No,Room Temperature
MED0589,Paracetol Sdi  Iraqi,Tablet,Oral Solid,Drug,8.51,SUP001,No,Room Temperature
MED0590,Kin Gingiva 0.12%   250Ml,Mouthwash,Personal Care,Supply,2.8,SUP004,No,Room Temperature
MED0591,Kelonil Scar Gel,Gel,Topical,Drug,34.49,SUP010,Yes,Cool & Dry
MED0592,Micogal 100Mg,Tablet,Oral Solid,Drug,4.86,SUP001,No,Cool & Dry
MED0593,Klaminawa 4 Awamedica,Tablet,Oral Solid,Drug,5.42,SUP004,Yes,Cool & Dry
MED0594,Anivagene Vials Fortifying For Hair,Injection,Injectable,Drug,65.85,SUP004,No,Room Temperature
MED0595,Zyloric 100Mg  100 Tab,Tablet,Oral Solid,Drug,7.8,SUP010,Yes,Room Temperature
MED0596,Torix 90Mg,Tablet,Oral Solid,Drug,17.79,SUP008,No,Room Temperature
MED0597,Proibs (Brand),Sachet,Oral Solid,Drug,14.47,SUP001,No,Cool & Dry
MED0598,Imunor Colostrum With Lactoferrin,Capsule,Oral Solid,Drug,6.61,SUP006,No,Room Temperature
MED0599,Uciderm Cream,Cream,Topical,Drug,3.38,SUP012,Yes,Cool & Dry
MED0600,Zitroneer 500,Tablet,Oral Solid,Drug,19.04,SUP002,No,Room Temperature
MED0601,Flavofort 1500,Tablet,Oral Solid,Drug,3.08,SUP010,No,Refrigerated
MED0602,Aquasoft,Soap,Personal Care,Supply,22.16,SUP015,No,Room Temperature
MED0603,Aprazole*-20,Capsule,Oral Solid,Drug,10.54,SUP006,No,Cool & Dry
MED0604,Amitriptyline 10Mg,Tablet,Oral Solid,Drug,15.53,SUP009,Yes,Cool & Dry
MED0605,Redex 5,Tablet,Oral Solid,Drug,14.28,SUP015,No,Room Temperature
MED0606,Insect Repellent Cream,Cream,Topical,Supply,26.9,SUP014,Yes,Cool & Dry
MED0607,Fencil  30Ml,Drop,Oral Liquid,Drug,9.85,SUP003,No,Refrigerated
MED0608,Digestive Enzymes,Capsule,Oral Solid,Drug,16.17,SUP007,Yes,Room Temperature
MED0609,Ashwagandha 30Cap,Capsule,Oral Solid,Drug,3.22,SUP004,Yes,Room Temperature
MED0610,Fastum Gel,Gel,Topical,Drug,11.2,SUP003,Yes,Room Temperature
MED0611,Oximal 7.5Mg Tab,Tablet,Oral Solid,Drug,14.3,SUP009,Yes,Room Temperature
MED0612,Aminor 5Mg,Tablet,Oral Solid,Drug,7.16,SUP001,No,Room Temperature
MED0613,Molurex Solution,Solution,Oral Liquid,Drug,11.3,SUP015,Yes,Room Temperature
MED0614,Fusibact Cream 15Gm,Cream,Topical,Drug,20.51,SUP011,No,Room Temperature
MED0615,Megamox 1Mg,Tablet,Oral Solid,Drug,11.32,SUP012,No,Room Temperature
MED0616,Acyclovir 400 Mg,Tablet,Oral Solid,Drug,9.37,SUP010,No,Cool & Dry
MED0617,Ducray Neoptide,Lotion,Topical,Supply,30.6,SUP005,No,Room Temperature
MED0618,Adva-Forte Syrup 250Ml,Syrup,Oral Liquid,Drug,7.29,SUP005,No,Cool & Dry
MED0619,Dibase 100.000 I.U./Ml,Solution,Oral Liquid,Supply,13.25,SUP009,No,Cool & Dry
MED0620,Spirulina,Capsule,Oral Solid,Supply,6.51,SUP006,Yes,Room Temperature
MED0621,B Complex With C,Tablet,Oral Solid,Drug,6.15,SUP009,No,Refrigerated
MED0622,Piostan Lady  500Mg,Tablet,Oral Solid,Drug,3.73,SUP007,No,Room Temperature
MED0623,Limenda 750Mg/200Mg,Ointment,Topical,Drug,10.13,SUP003,Yes,Room Temperature
MED0624,Ruatine 20Mg,Capsule,Oral Solid,Drug,3.71,SUP014,No,Refrigerated
MED0625,Radic Med  Anti Hair Loss Ampoule Treatment For Men,Injection,Injectable,Supply,47.51,SUP004,Yes,Room Temperature
MED0626,Iroglob 28Mg,Tablet,Oral Solid,Drug,15.6,SUP013,No,Room Temperature
MED0627,D3+K2 1000Iu+200Mcg,Capsule,Oral Solid,Drug,4.93,SUP010,No,Cool & Dry
MED0628,Restamine 10Mg,Tablet,Oral Solid,Drug,5.5,SUP005,No,Room Temperature
MED0629,Finasteride 5Mg Film Coated Tablet,Tablet,Oral Solid,Drug,10.46,SUP006,No,Room Temperature
MED0630,Anivagene Shampoo Man,Shampoo,Personal Care,Drug,22.29,SUP004,No,Cool & Dry
MED0631,Forxiga 10Mg Tab28,Tablet,Oral Solid,Drug,19.57,SUP006,No,Room Temperature
MED0632,Ibuprofen-S Awa 100Ml,Syrup,Oral Liquid,Drug,10.39,SUP015,No,Refrigerated
MED0633,Amoclan Bid 400Mg,Syrup,Oral Liquid,Drug,6.53,SUP005,No,Cool & Dry
MED0634,Lypre 75Mg,Tablet,Oral Solid,Drug,3.36,SUP007,Yes,Room Temperature
MED0635,Telmodep 80 /5 Mg,Tablet,Oral Solid,Drug,5.09,SUP002,No,Room Temperature
MED0636,Ensure Complet 400G,Milk Formula,Oral Liquid,Supply,5.64,SUP011,No,Cool & Dry
MED0637,Zamur 500Mg,Tablet,Oral Solid,Drug,4.82,SUP005,No,Refrigerated
MED0638,Aspirin   75Mg,Tablet,Oral Solid,Drug,1.76,SUP008,No,Cool & Dry
MED0639,Orvagil 500Mg 10 Pessaries Vaginal Use,Tablet,Oral Solid,Drug,11.38,SUP001,No,Cool & Dry
MED0640,Cornex,Gel,Topical,Drug,13.15,SUP008,Yes,Refrigerated
MED0641,Dexa Aiwa 8Mg/2Ml,Injection,Injectable,Drug,78.2,SUP010,No,Room Temperature
MED0642,Sitavia Plus 50/1000Mg,Tablet,Oral Solid,Drug,11.74,SUP011,Yes,Refrigerated
MED0643,Inhibidel,Tablet,Oral Solid,Drug,14.4,SUP011,No,Room Temperature
MED0644,Entero-Stop,Tablet,Oral Solid,Drug,3.84,SUP009,No,Room Temperature
MED0645,Priorin Tab,Tablet,Oral Solid,Drug,17.57,SUP013,No,Refrigerated
MED0646,Lipikar Balm,Cream,Topical,Supply,21.16,SUP007,Yes,Refrigerated
MED0647,Bioginko Plus 30Tab,Tablet,Oral Solid,Drug,17.65,SUP004,No,Cool & Dry
MED0648,Eliza 120 Orlistat Bpi,Capsule,Oral Solid,Drug,12.12,SUP003,No,Room Temperature
MED0649,Vitmin C,Tablet,Oral Solid,Drug,10.18,SUP002,No,Refrigerated
MED0650,Babe Keratolytic Fluid 30 Ml,Cream,Topical,Supply,19.3,SUP001,Yes,Room Temperature
MED0651,Biozinco Tab 50Mg,Tablet,Oral Solid,Drug,4.91,SUP007,No,Refrigerated
MED0652,Loperamide Hcl  2Mg,Tablet,Oral Solid,Drug,2.45,SUP013,No,Cool & Dry
MED0653,Kin Oro Denture,Toothpaste,Personal Care,Supply,28.35,SUP002,Yes,Cool & Dry
MED0654,Spasmomen  40Mg,Tablet,Oral Solid,Drug,10.34,SUP012,No,Refrigerated
MED0655,Aciclovir 800 Mg,Tablet,Oral Solid,Drug,16.71,SUP015,Yes,Cool & Dry
MED0656,Adva - D3 1000 Iu 60  Capsule,Tablet,Oral Solid,Supply,8.91,SUP014,No,Cool & Dry
MED0657,Erytosav H,Capsule,Oral Solid,Drug,2.87,SUP004,No,Room Temperature
MED0658,Mr Gummy Mega Multi-Vitamin,Lozenge,Oral Solid,Drug,13.14,SUP004,No,Room Temperature
MED0659,Norethisterone 5Mg,Tablet,Oral Solid,Drug,2.49,SUP013,No,Cool & Dry
MED0660,Nosifol 30 Satchet,Sachet,Oral Solid,Drug,4.26,SUP010,No,Cool & Dry
MED0661,Chromium 200Mg,Capsule,Oral Solid,Supply,11.91,SUP012,No,Refrigerated
MED0662,Oilesen Forte 60Soft,Capsule,Oral Solid,Drug,7.12,SUP012,No,Refrigerated
MED0663,Priorin Normal&Dry Shampoo,Shampoo,Personal Care,Supply,29.83,SUP005,No,Refrigerated
MED0664,Collacaps 60Tab,Tablet,Oral Solid,Drug,3.69,SUP014,Yes,Room Temperature
MED0665,Colona,Tablet,Oral Solid,Drug,15.64,SUP012,No,Refrigerated
MED0666,Zamur 250Mg,Tablet,Oral Solid,Drug,12.72,SUP011,Yes,Cool & Dry
MED0667,Co-Diovan 160/25 Mg,Tablet,Oral Solid,Drug,16.13,SUP004,No,Room Temperature
MED0668,Muscadol,Tablet,Oral Solid,Drug,5.68,SUP015,No,Cool & Dry
MED0669,Glucophage 500,Tablet,Oral Solid,Drug,11.17,SUP010,No,Refrigerated
MED0670,Rosatinawa 20Mg,Tablet,Oral Solid,Drug,9.83,SUP014,Yes,Cool & Dry
MED0671,Lisinopril 10Mg,Tablet,Oral Solid,Drug,9.69,SUP005,No,Room Temperature
MED0672,Amoxicillin Capsules 500Mg Medreich,Capsule,Oral Solid,Drug,17.41,SUP006,No,Refrigerated
MED0673,Ponstan Forte 500Mg,Tablet,Oral Solid,Drug,19.82,SUP008,No,Room Temperature
MED0674,Ketosma Ketotifen 1Mg Lekhim,Tablet,Oral Solid,Drug,7.15,SUP001,No,Refrigerated
MED0675,Fulica  Anti Hair Loss,Shampoo,Personal Care,Supply,19.39,SUP011,No,Room Temperature
MED0676,Kids Appetite Booster 150Ml Sanovisto,Syrup,Oral Liquid,Drug,11.75,SUP011,No,Room Temperature
MED0677,Zinc 50Mg,Capsule,Oral Solid,Drug,15.19,SUP004,No,Cool & Dry
MED0678,Nautisol 5 Mg,Tablet,Oral Solid,Drug,19.03,SUP010,Yes,Refrigerated
MED0679,Stugeron 25Mg,Tablet,Oral Solid,Drug,5.34,SUP015,Yes,Room Temperature
MED0680,Folic Plus Biofaktor 400Ug,Capsule,Oral Solid,Drug,5.4,SUP015,Yes,Room Temperature
MED0681,"Selenium A,C, & E",Tablet,Oral Solid,Drug,13.72,SUP014,No,Room Temperature
MED0682,Vitamin C Orange Flavour 20Eff,Tablet,Oral Solid,Drug,4.41,SUP005,No,Room Temperature
MED0683,Trimoks Forte,Tablet,Oral Solid,Drug,4.72,SUP004,No,Cool & Dry
MED0684,Nidazole 200 Mg,Syrup,Oral Liquid,Drug,3.2,SUP009,No,Room Temperature
MED0685,Talimus 0.1%,Ointment,Topical,Drug,3.1,SUP001,Yes,Room Temperature
MED0686,D`Acne  I20,Tablet,Oral Solid,Drug,9.83,SUP005,No,Refrigerated
MED0687,Alcohol %70 Solution  Shin,Solution,Oral Liquid,Supply,11.5,SUP001,No,Room Temperature
MED0688,Calcicare,Tablet,Oral Solid,Drug,6.89,SUP004,Yes,Room Temperature
MED0689,Babe Anti-Hairloss 250Ml,Shampoo,Personal Care,Supply,8.48,SUP014,No,Room Temperature
MED0690,Winex 400,Capsule,Oral Solid,Drug,14.58,SUP003,No,Room Temperature
MED0691,Principle Pregnancy 30Tab,Tablet,Oral Solid,Drug,14.51,SUP014,No,Cool & Dry
MED0692,Pectol Fresh Eucalyptus+C,Lozenge,Oral Solid,Drug,9.9,SUP006,No,Room Temperature
MED0693,Anti-Strech 200Ml,Cream,Topical,Supply,28.43,SUP004,No,Cool & Dry
MED0694,Mygesic 450Mg /35Mg,Tablet,Oral Solid,Drug,18.59,SUP008,No,Room Temperature
MED0695,Conceive Plus+Lubricant,Suppository,Suppository,Drug,16.61,SUP012,No,Refrigerated
MED0696,Q1 Plus  Tab,Tablet,Oral Solid,Drug,13.06,SUP007,No,Room Temperature
MED0697,Gestophil 400Mg,Suppository,Suppository,Drug,14.58,SUP012,Yes,Room Temperature
MED0698,Imilin 25Mg Tab,Tablet,Oral Solid,Drug,18.77,SUP006,No,Refrigerated
MED0699,Itraderma 100Mg,Capsule,Oral Solid,Supply,9.37,SUP008,Yes,Room Temperature
MED0700,Babe Anti-Ageing Eye Contour,Cream,Topical,Supply,23.15,SUP007,Yes,Room Temperature
MED0701,Etorixan 90 Mg  Maddox,Tablet,Oral Solid,Drug,13.48,SUP010,Yes,Refrigerated
MED0702,Progucy 30Cap,Capsule,Oral Solid,Drug,18.31,SUP013,No,Cool & Dry
MED0703,Cytotec 200Mg 60 Tab.,Tablet,Oral Solid,Drug,16.79,SUP003,No,Cool & Dry
MED0704,Olopat,Eye Drop,Ophthalmic,Drug,9.93,SUP015,Yes,Refrigerated
MED0705,Dostinex  0.5 Mg Italy  8 Tab,Tablet,Oral Solid,Drug,4.57,SUP008,No,Room Temperature
MED0706,Zomax  22.5Ml,Syrup,Oral Liquid,Drug,6.92,SUP008,Yes,Refrigerated
MED0707,Daily Wash Plus,Suppository,Suppository,Drug,15.98,SUP009,No,Refrigerated
MED0708,Liptomama Milk,Milk Formula,Oral Liquid,Supply,11.11,SUP010,Yes,Refrigerated
MED0709,Koflet,Syrup,Oral Liquid,Drug,6.62,SUP005,No,Room Temperature
MED0710,Urostab (Refuced Barcod),Sachet,Oral Solid,Drug,3.8,SUP013,No,Refrigerated
MED0711,Flutafarm 0.25G,Tablet,Oral Solid,Drug,14.24,SUP011,No,Cool & Dry
MED0712,Raham-Zinc 50 Mg,Tablet,Oral Solid,Drug,14.45,SUP014,No,Room Temperature
MED0713,Endogen Hp 150 Iu Vial,Injection,Injectable,Drug,75.99,SUP004,No,Cool & Dry
MED0714,Zyloric-300,Tablet,Oral Solid,Drug,10.76,SUP002,No,Room Temperature
MED0715,Fusylin Ointment 2%,Ointment,Topical,Drug,21.27,SUP010,No,Room Temperature
MED0716,Link 5Mg,Tablet,Oral Solid,Drug,2.99,SUP002,No,Cool & Dry
MED0717,Ip-Kojic Skin Line,Cream,Topical,Supply,4.47,SUP015,Yes,Cool & Dry
MED0718,Topidic 2% Ointment,Ointment,Topical,Drug,18.99,SUP001,No,Room Temperature
MED0719,Amoklavin-Bid 1000Mg,Tablet,Oral Solid,Drug,7.46,SUP014,Yes,Room Temperature
MED0720,Sunsafe  Acne-Fluid  Spf 50 Oil Free,Cream,Topical,Supply,12.26,SUP001,No,Room Temperature
MED0721,Arnicagel 50Ml,Gel,Topical,Drug,6.38,SUP010,No,Refrigerated
MED0722,Un Traceable Scar Aesthetic Cream 30Ml,Gel,Topical,Supply,38.59,SUP001,No,Room Temperature
MED0723,Whiteplus-Whitening Cream,Cream,Topical,Supply,33.93,SUP014,Yes,Room Temperature
MED0724,Epiduo,Cream,Topical,Drug,24.28,SUP001,No,Refrigerated
MED0725,Zinc Plus 10Mg,Tablet,Oral Solid,Drug,19.09,SUP005,No,Refrigerated
MED0726,Vermox Suspention,Syrup,Oral Liquid,Drug,17.99,SUP015,Yes,Room Temperature
MED0727,Nutravit Multivitamin Yummy Pectin Gummy,Lozenge,Oral Solid,Drug,13.94,SUP001,No,Cool & Dry
MED0728,Telfast 180Mg,Tablet,Oral Solid,Drug,6.49,SUP005,No,Refrigerated
MED0729,Shlaf Gut Syup Melatonin,Syrup,Oral Liquid,Drug,2.64,SUP008,No,Cool & Dry
MED0730,Minoxidil 6.5% Hair  For Men,Spray,Respiratory,Supply,32.2,SUP007,No,Room Temperature
MED0731,My Sunscreen Cream Kids Spf 50,Cream,Topical,Supply,20.41,SUP012,No,Room Temperature
MED0732,Aspirin Protect 100,Tablet,Oral Solid,Drug,13.55,SUP010,No,Room Temperature
MED0733,Fertility Plus For Women,Capsule,Oral Solid,Drug,18.45,SUP003,Yes,Room Temperature
MED0734,Fertilhelp For Men Ultra,Capsule,Oral Solid,Drug,4.86,SUP002,No,Refrigerated
MED0735,Capilare,Capsule,Oral Solid,Drug,12.33,SUP001,No,Cool & Dry
MED0736,Prex 75 Mg,Capsule,Oral Solid,Drug,13.24,SUP006,No,Room Temperature
MED0737,Kenda Kids Chocolate Milk 3-10 Ages,Milk Formula,Oral Liquid,Supply,9.87,SUP004,No,Cool & Dry
MED0738,Cipox 750 Mg 14 Tab,Tablet,Oral Solid,Drug,3.19,SUP011,Yes,Room Temperature
MED0739,Medroxyprogesterone 5,Tablet,Oral Solid,Drug,7.94,SUP004,Yes,Room Temperature
MED0740,Omathrocin 200Mg 100Ml,Syrup,Oral Liquid,Drug,7.33,SUP007,No,Room Temperature
MED0741,Feminine Foaming Clean -Alpha,Foam,Topical,Drug,27.79,SUP012,No,Room Temperature
MED0742,Aphrofem,Capsule,Oral Solid,Drug,17.37,SUP015,Yes,Refrigerated
MED0743,Melatonin+Vit B6 Cap,Capsule,Oral Solid,Drug,7.6,SUP006,No,Room Temperature
MED0744,Ironweser Syrup,Syrup,Oral Liquid,Drug,13.1,SUP002,No,Cool & Dry
MED0745,Pellevita Urea 100Ml,Cream,Topical,Supply,13.66,SUP005,No,Cool & Dry
MED0746,Boroplus Foot Cream 50Ml,Syrup,Oral Liquid,Drug,17.12,SUP007,No,Refrigerated
MED0747,Alcoho Bawardia  Anti Septic,Spray,Respiratory,Supply,34.03,SUP011,No,Refrigerated
MED0748,Svr  Sebiaclear Creme Spf 50 Uvb+Uva  50Ml,Cream,Topical,Supply,23.35,SUP001,No,Refrigerated
MED0749,Sebium Global 30Ml,Cream,Topical,Supply,19.83,SUP005,No,Room Temperature
MED0750,Perobar %2.5,Soap,Personal Care,Supply,10.81,SUP013,No,Cool & Dry
MED0751,Sunsafe Anti-Ageing Spf 50+,Cream,Topical,Supply,14.96,SUP001,No,Room Temperature
MED0752,Pro-Zinc 50,Tablet,Oral Solid,Drug,19.45,SUP015,Yes,Room Temperature
MED0753,Adapalene And Benzoyl Peroxide Gel,Gel,Topical,Drug,17.95,SUP002,No,Room Temperature
MED0754,Pigmentclar For Eye15Ml,Cream,Topical,Supply,22.04,SUP005,No,Room Temperature
MED0755,Sun Line Ip- Block Acne Spf 50,Cream,Topical,Supply,39.56,SUP003,No,Room Temperature
MED0756,Activecaine 5%,Ointment,Topical,Drug,27.33,SUP005,Yes,Refrigerated
MED0757,Dermodin Oint,Ointment,Topical,Drug,23.08,SUP008,No,Refrigerated
MED0758,Vitamin D3 5000Iu Sensilab,Capsule,Oral Solid,Drug,9.15,SUP015,Yes,Room Temperature
MED0759,Prednabene  15Mg/5Ml   100Ml,Syrup,Oral Liquid,Drug,5,SUP015,Yes,Room Temperature
MED0760,Chloramics 1% Eye Oint,Eye Ointment,Ophthalmic,Drug,17.77,SUP015,Yes,Room Temperature
MED0761,Sentry 30Tab,Tablet,Oral Solid,Drug,15.49,SUP013,No,Room Temperature
MED0762,Anis Tar 200Ml,Shampoo,Personal Care,Supply,19.51,SUP015,No,Room Temperature
MED0763,Prednisolone 5Mg Wockhard,Tablet,Oral Solid,Drug,15.56,SUP004,Yes,Room Temperature
MED0764,Noreva  Exfoliac Global,Cream,Topical,Supply,10.53,SUP002,No,Cool & Dry
MED0765,Vaseline Rosy Lips,Cream,Topical,Supply,23.32,SUP015,Yes,Room Temperature
MED0766,Rozycal D3,Tablet,Oral Solid,Drug,18.66,SUP011,No,Cool & Dry
MED0767,Supirocin 15G,Ointment,Topical,Drug,19.21,SUP012,No,Room Temperature
MED0768,Rhini Care Rhinitis Relif Nasl Spary Adva Care,Nasal Spray,Nasal,Drug,18.97,SUP011,No,Refrigerated
MED0769,Wellmore Banana Kids Growth Formula,Sachet,Oral Solid,Drug,3.75,SUP013,No,Room Temperature
MED0770,Dolo-650Mg,Tablet,Oral Solid,Drug,19.5,SUP001,No,Refrigerated
MED0771,Hydroderm Arbutin,Cream,Topical,Supply,25.53,SUP015,No,Refrigerated
MED0772,Cambidel Capsule,Tablet,Oral Solid,Drug,5.93,SUP015,No,Refrigerated
MED0773,Sunlyte 21.8 Ors Orange Flavour,Powder,Dermatology,Drug,8.17,SUP015,No,Refrigerated
MED0774,Uveblock Spf 30 Dry Touch 40 Ml,Cream,Topical,Supply,23.38,SUP008,Yes,Room Temperature
MED0775,B-12 Mcg  30Tab,Tablet,Oral Solid,Drug,11.72,SUP003,No,Refrigerated
MED0776,Awacand 16Mg,Tablet,Oral Solid,Drug,3.22,SUP001,Yes,Refrigerated
MED0777,Diostar-Plus 160/12.5Mg,Tablet,Oral Solid,Drug,19.86,SUP002,Yes,Refrigerated
MED0778,Feksine 180Mg,Tablet,Oral Solid,Drug,18.39,SUP002,Yes,Cool & Dry
MED0779,Efudix 5% 20G,Cream,Topical,Drug,20.07,SUP012,Yes,Refrigerated
MED0780,Oprazole 20Mg,Tablet,Oral Solid,Drug,3.67,SUP004,No,Refrigerated
MED0781,Motilium 10Mg Janssen,Tablet,Oral Solid,Drug,16.89,SUP008,No,Room Temperature
MED0782,Concor 2.5Mg,Tablet,Oral Solid,Drug,10.72,SUP014,No,Room Temperature
MED0783,Htderm Hydra Tolerance 24H Cream,Cream,Topical,Drug,29.51,SUP015,Yes,Refrigerated
MED0784,Zincoxawa 15%,Ointment,Topical,Drug,21.83,SUP010,Yes,Room Temperature
MED0785,Octa Care 9Cm*30Cm Code 21930,Patch,Transdermal,Supply,25.94,SUP012,No,Refrigerated
MED0786,Adhesive Surgical 10*15,Patch,Transdermal,Supply,48.39,SUP009,No,Room Temperature
MED0787,Ardeef Povidine Lodine %4,Spray,Respiratory,Supply,39.37,SUP005,No,Cool & Dry
MED0788,Larius 5Mg,Tablet,Oral Solid,Drug,6.01,SUP005,No,Refrigerated
MED0789,Kenda Kids Banana Milk 3-10 Ages,Milk Formula,Oral Liquid,Supply,10.82,SUP001,No,Cool & Dry
MED0790,Fusidatawa 2%  15G,Ointment,Topical,Drug,17.19,SUP012,Yes,Refrigerated
MED0791,Nutrigen Supra 13Vitamins +10Minerals,Syrup,Oral Liquid,Drug,16.75,SUP010,No,Room Temperature
MED0792,Metoclopramide 10Mg,Tablet,Oral Solid,Drug,10.9,SUP008,No,Room Temperature
MED0793,Sedamood 30 Cap,Capsule,Oral Solid,Drug,17.77,SUP002,No,Cool & Dry
MED0794,A-Z Complettten,Tablet,Oral Solid,Drug,17.48,SUP012,No,Refrigerated
