InventoryID,MedicineID,MedicineName,CurrentStock,ReorderPoint,MaxStock,StockStatus,LastRestockDate,ExpiryDate,UnitCost
INV0556,MED0556,Betaloc Zok  50Mg,47,46,832,Normal,2026-07-07,2027-12-06,8.16
INV0557,MED0557,Depo-Medrol Vial 80Mg,383,27,790,High,2026-07-07,2027-09-29,11.01
INV0558,MED0558,Foltene Strengthening For Thinning Hair For Men Shampoo,458,45,697,High,2026-07-07,2026-08-01,20.29
INV0559,MED0559,Anivagene Shampoo Women,218,24,617,High,2026-07-07,2026-09-17,13.88
INV0560,MED0560,Progesteron Depo 250Mg/Ml,177,42,977,High,2026-07-07,2028-02-20,22.22
INV0561,MED0561,Air Doctor Pack,482,20,572,High,2026-07-07,2027-01-16,6.4
INV0562,MED0562,Calmex,16,24,967,Low,2026-07-07,2027-07-27,4.88
INV0563,MED0563,Panto-Denk 20Mg,388,37,508,High,2026-07-07,2027-08-03,6.0
INV0564,MED0564,Glucophage 1000Mg,201,35,768,High,2026-07-07,2027-02-23,5.5
INV0565,MED0565,Aerius 5Mg Film Tablet T,13,26,597,Low,2026-07-07,2028-06-14,10.98
INV0566,MED0566,Phyllocontin,34,30,253,Normal,2026-07-07,2028-02-07,10.31
INV0567,MED0567,Amaryl 4 Mg,31,32,605,Low,2026-07-07,2026-09-06,2.04
INV0568,MED0568,Gasec-40Mg,434,20,579,High,2026-07-07,2027-09-18,10.74
INV0569,MED0569,Allercet 10Mg,384,36,856,High,2026-07-07,2026-08-21,7.49
INV0570,MED0570,Seroflo 250,334,33,472,High,2026-07-07,2028-03-07,23.9
INV0571,MED0571,Panalife 500Mg,329,37,801,High,2026-07-07,2027-05-15,8.32
INV0572,MED0572,Maalox Plus,450,26,800,High,2026-07-07,2027-03-20,5.33
INV0573,MED0573,Azavan 30Mg,70,25,260,Normal,2026-07-07,2028-06-01,10.36
INV0574,MED0574,Alarin 10Mg,131,40,229,High,2026-07-07,2027-05-21,11.12
INV0575,MED0575,Amlodipine 5Mg,79,20,822,High,2026-07-07,2027-06-24,3.86
INV0576,MED0576,Zinoral,90,42,404,Normal,2026-07-07,2028-01-17,16.76
INV0577,MED0577,Montal 10Mg Tab,245,44,579,High,2026-07-07,2027-04-02,7.41
INV0578,MED0578,Edolfene 5Ml  0.03%,366,39,575,High,2026-07-07,2027-07-13,12.41
INV0579,MED0579,Munderm Jel 30G,67,38,864,Normal,2026-07-07,2027-05-18,13.2
INV0580,MED0580,Gabatrex 300Mg,210,21,250,High,2026-07-07,2028-01-22,9.85
INV0581,MED0581,Clafen 100Mg,283,33,244,High,2026-07-07,2027-12-09,4.75
INV0582,MED0582,Flamex 200Mg  3Sheet,247,31,704,High,2026-07-07,2026-08-30,12.23
INV0583,MED0583,Ketro Injection 10Amp,348,30,463,High,2026-07-07,2027-04-10,46.88
INV0584,MED0584,Bepanthen 30G,332,38,340,High,2026-07-07,2027-11-05,3.46
INV0585,MED0585,Foli-Max 30Tab,156,43,770,High,2026-07-07,2027-07-28,12.71
INV0586,MED0586,B-6 100Mg,154,42,492,High,2026-07-07,2027-01-15,4.25
INV0587,MED0587,Magnesium 250Mg,125,36,292,High,2026-07-07,2027-06-25,5.77
INV0588,MED0588,Fefol,18,40,774,Low,2026-07-07,2027-11-16,7.3
INV0589,MED0589,Paracetol Sdi  Iraqi,290,39,598,High,2026-07-07,2027-12-02,5.18
INV0590,MED0590,Kin Gingiva 0.12%   250Ml,189,36,416,High,2026-07-07,2027-09-11,1.67
INV0591,MED0591,Kelonil Scar Gel,439,47,489,High,2026-07-07,2027-07-19,23.44
INV0592,MED0592,Micogal 100Mg,213,32,360,High,2026-07-07,2027-07-08,3.39
INV0593,MED0593,Klaminawa 4 Awamedica,315,45,902,High,2026-07-07,2027-03-03,3.32
INV0594,MED0594,Anivagene Vials Fortifying For Hair,73,35,831,Normal,2026-07-07,2028-03-21,41.76
INV0595,MED0595,Zyloric 100Mg  100 Tab,171,42,617,High,2026-07-07,2026-07-28,4.79
INV0596,MED0596,Torix 90Mg,130,45,618,Normal,2026-07-07,2026-11-29,10.09
INV0597,MED0597,Proibs (Brand),225,46,342,High,2026-07-07,2026-12-08,8.72
INV0598,MED0598,Imunor Colostrum With Lactoferrin,226,20,658,High,2026-07-07,2027-04-16,3.65
INV0599,MED0599,Uciderm Cream,239,47,855,High,2026-07-07,2027-09-28,1.95
INV0600,MED0600,Zitroneer 500,225,48,615,High,2026-07-07,2026-12-31,10.52
INV0601,MED0601,Flavofort 1500,110,31,264,High,2026-07-07,2028-06-13,1.89
INV0602,MED0602,Aquasoft,196,20,272,High,2026-07-07,2028-04-23,13.6
INV0603,MED0603,Aprazole*-20,111,41,204,Normal,2026-07-07,2027-05-28,5.92
INV0604,MED0604,Amitriptyline 10Mg,127,41,943,High,2026-07-07,2028-01-10,10.22
INV0605,MED0605,Redex 5,56,33,708,Normal,2026-07-07,2027-07-01,9.82
INV0606,MED0606,Insect Repellent Cream,171,33,255,High,2026-07-07,2027-07-15,16.38
INV0607,MED0607,Fencil  30Ml,235,38,263,High,2026-07-07,2026-09-19,6.04
INV0608,MED0608,Digestive Enzymes,101,28,509,High,2026-07-07,2026-10-07,9.1
INV0609,MED0609,Ashwagandha 30Cap,135,38,534,High,2026-07-07,2027-05-20,1.94
INV0610,MED0610,Fastum Gel,300,28,257,High,2026-07-07,2027-03-20,7.51
INV0611,MED0611,Oximal 7.5Mg Tab,145,43,963,High,2026-07-07,2026-09-14,8.75
INV0612,MED0612,Aminor 5Mg,59,41,527,Normal,2026-07-07,2026-11-01,4.78
INV0613,MED0613,Molurex Solution,479,34,797,High,2026-07-07,2027-10-30,6.32
INV0614,MED0614,Fusibact Cream 15Gm,380,34,326,High,2026-07-07,2028-03-08,13.28
INV0615,MED0615,Megamox 1Mg,386,22,976,High,2026-07-07,2026-08-09,7.46
INV0616,MED0616,Acyclovir 400 Mg,278,40,789,High,2026-07-07,2026-11-10,6.0
INV0617,MED0617,Ducray Neoptide,232,50,961,High,2026-07-07,2027-12-11,21.7
INV0618,MED0618,Adva-Forte Syrup 250Ml,443,42,614,High,2026-07-07,2028-06-11,4.73
INV0619,MED0619,Dibase 100.000 I.U./Ml,229,30,597,High,2026-07-07,2028-04-30,9.28
INV0620,MED0620,Spirulina,293,27,399,High,2026-07-07,2027-08-22,4.56
INV0621,MED0621,B Complex With C,375,39,706,High,2026-07-07,2027-08-20,3.66
INV0622,MED0622,Piostan Lady  500Mg,353,37,671,High,2026-07-07,2026-07-09,2.3
INV0623,MED0623,Limenda 750Mg/200Mg,498,20,583,High,2026-07-07,2028-05-20,6.75
INV0624,MED0624,Ruatine 20Mg,35,44,390,Low,2026-07-07,2026-11-24,2.65
INV0625,MED0625,Radic Med  Anti Hair Loss Ampoule Treatment For Men,391,42,689,High,2026-07-07,2026-11-01,32.98
INV0626,MED0626,Iroglob 28Mg,420,43,290,High,2026-07-07,2027-05-30,10.02
INV0627,MED0627,D3+K2 1000Iu+200Mcg,135,47,206,Normal,2026-07-07,2027-10-09,3.39
INV0628,MED0628,Restamine 10Mg,61,38,390,Normal,2026-07-07,2026-08-18,3.18
INV0629,MED0629,Finasteride 5Mg Film Coated Tablet,318,31,642,High,2026-07-07,2027-11-08,6.62
INV0630,MED0630,Anivagene Shampoo Man,121,26,347,High,2026-07-07,2027-08-17,14.87
INV0631,MED0631,Forxiga 10Mg Tab28,319,42,690,High,2026-07-07,2027-05-19,11.47
INV0632,MED0632,Ibuprofen-S Awa 100Ml,359,24,415,High,2026-07-07,2026-07-18,6.71
INV0633,MED0633,Amoclan Bid 400Mg,450,32,496,High,2026-07-07,2028-02-25,3.88
INV0634,MED0634,Lypre 75Mg,105,47,774,Normal,2026-07-07,2028-04-01,2.37
INV0635,MED0635,Telmodep 80 /5 Mg,174,27,981,High,2026-07-07,2027-09-27,2.94
INV0636,MED0636,Ensure Complet 400G,212,49,671,High,2026-07-07,2026-08-09,3.46
INV0637,MED0637,Zamur 500Mg,450,38,868,High,2026-07-07,2026-07-15,2.8
INV0638,MED0638,Aspirin   75Mg,94,34,684,Normal,2026-07-07,2027-08-27,1.24
INV0639,MED0639,Orvagil 500Mg 10 Pessaries Vaginal Use,328,49,926,High,2026-07-07,2027-04-17,6.57
INV0640,MED0640,Cornex,379,37,546,High,2026-07-07,2026-08-12,8.69
INV0641,MED0641,Dexa Aiwa 8Mg/2Ml,33,24,444,Normal,2026-07-07,2026-10-22,52.13
INV0642,MED0642,Sitavia Plus 50/1000Mg,21,38,296,Low,2026-07-07,2026-11-13,6.96
INV0643,MED0643,Inhibidel,10,22,633,Low,2026-07-07,2028-03-09,9.43
INV0644,MED0644,Entero-Stop,126,44,379,Normal,2026-07-07,2027-10-07,2.45
INV0645,MED0645,Priorin Tab,160,24,417,High,2026-07-07,2026-09-07,12.54
INV0646,MED0646,Lipikar Balm,263,41,272,High,2026-07-07,2027-08-23,13.81
INV0647,MED0647,Bioginko Plus 30Tab,278,24,822,High,2026-07-07,2027-03-30,9.73
INV0648,MED0648,Eliza 120 Orlistat Bpi,354,35,539,High,2026-07-07,2027-02-05,8.36
INV0649,MED0649,Vitmin C,451,22,536,High,2026-07-07,2027-06-06,7.06
INV0650,MED0650,Babe Keratolytic Fluid 30 Ml,363,30,329,High,2026-07-07,2027-04-08,13.56
INV0651,MED0651,Biozinco Tab 50Mg,39,49,653,Low,2026-07-07,2026-12-24,2.97
INV0652,MED0652,Loperamide Hcl  2Mg,301,42,823,High,2026-07-07,2028-05-28,1.61
INV0653,MED0653,Kin Oro Denture,113,37,426,High,2026-07-07,2027-08-02,16.19
INV0654,MED0654,Spasmomen  40Mg,11,42,602,Low,2026-07-07,2026-12-12,7.07
INV0655,MED0655,Aciclovir 800 Mg,135,26,889,High,2026-07-07,2026-07-19,9.63
INV0656,MED0656,Adva - D3 1000 Iu 60  Capsule,406,44,642,High,2026-07-07,2027-10-01,6.4
INV0657,MED0657,Erytosav H,381,44,354,High,2026-07-07,2028-06-29,2.02
INV0658,MED0658,Mr Gummy Mega Multi-Vitamin,262,34,678,High,2026-07-07,2028-05-28,8.27
INV0659,MED0659,Norethisterone 5Mg,114,50,277,Normal,2026-07-07,2026-08-22,1.54
INV0660,MED0660,Nosifol 30 Satchet,381,36,916,High,2026-07-07,2027-03-07,3.04
INV0661,MED0661,Chromium 200Mg,498,32,611,High,2026-07-07,2027-12-22,8.43
INV0662,MED0662,Oilesen Forte 60Soft,383,35,228,High,2026-07-07,2026-11-10,5.04
INV0663,MED0663,Priorin Normal&Dry Shampoo,236,20,412,High,2026-07-07,2027-10-08,19.24
INV0664,MED0664,Collacaps 60Tab,36,27,587,Normal,2026-07-07,2027-05-07,2.53
INV0665,MED0665,Colona,181,39,520,High,2026-07-07,2027-08-12,9.05
INV0666,MED0666,Zamur 250Mg,267,45,511,High,2026-07-07,2027-08-13,7.29
INV0667,MED0667,Co-Diovan 160/25 Mg,157,22,945,High,2026-07-07,2026-11-25,11.13
INV0668,MED0668,Muscadol,337,35,925,High,2026-07-07,2027-10-11,3.41
INV0669,MED0669,Glucophage 500,37,24,707,Normal,2026-07-07,2027-12-03,6.66
INV0670,MED0670,Rosatinawa 20Mg,355,40,644,High,2026-07-07,2026-11-24,6.2
INV0671,MED0671,Lisinopril 10Mg,398,31,718,High,2026-07-07,2027-09-20,5.6
INV0672,MED0672,Amoxicillin Capsules 500Mg Medreich,242,33,341,High,2026-07-07,2027-01-16,10.67
INV0673,MED0673,Ponstan Forte 500Mg,484,20,640,High,2026-07-07,2027-01-19,13.7
INV0674,MED0674,Ketosma Ketotifen 1Mg Lekhim,17,46,240,Low,2026-07-07,2027-12-20,4.23
INV0675,MED0675,Fulica  Anti Hair Loss,217,26,720,High,2026-07-07,2027-12-24,12.85
INV0676,MED0676,Kids Appetite Booster 150Ml Sanovisto,192,40,613,High,2026-07-07,2028-03-28,8.23
INV0677,MED0677,Zinc 50Mg,417,28,621,High,2026-07-07,2028-05-07,10.24
INV0678,MED0678,Nautisol 5 Mg,154,38,658,High,2026-07-07,2027-06-22,11.33
INV0679,MED0679,Stugeron 25Mg,314,35,861,High,2026-07-07,2028-02-25,3.47
INV0680,MED0680,Folic Plus Biofaktor 400Ug,63,36,422,Normal,2026-07-07,2028-03-01,3.87
INV0681,MED0681,"Selenium A,C, & E",367,44,784,High,2026-07-07,2028-03-25,9.13
INV0682,MED0682,Vitamin C Orange Flavour 20Eff,393,38,754,High,2026-07-07,2027-11-05,2.96
INV0683,MED0683,Trimoks Forte,441,39,279,High,2026-07-07,2027-01-04,2.8
INV0684,MED0684,Nidazole 200 Mg,477,42,718,High,2026-07-07,2028-03-27,1.99
INV0685,MED0685,Talimus 0.1%,311,43,835,High,2026-07-07,2028-03-12,2.17
INV0686,MED0686,D`Acne  I20,426,30,214,High,2026-07-07,2028-01-20,6.85
INV0687,MED0687,Alcohol %70 Solution  Shin,315,42,877,High,2026-07-07,2027-01-29,6.73
INV0688,MED0688,Calcicare,431,33,993,High,2026-07-07,2027-09-04,4.81
INV0689,MED0689,Babe Anti-Hairloss 250Ml,161,26,330,High,2026-07-07,2028-03-31,4.85
INV0690,MED0690,Winex 400,123,38,463,High,2026-07-07,2026-08-23,10.23
INV0691,MED0691,Principle Pregnancy 30Tab,61,24,303,Normal,2026-07-07,2026-10-07,8.37
INV0692,MED0692,Pectol Fresh Eucalyptus+C,290,38,920,High,2026-07-07,2027-12-26,7.02
INV0693,MED0693,Anti-Strech 200Ml,283,45,866,High,2026-07-07,2027-09-21,16.0
INV0694,MED0694,Mygesic 450Mg /35Mg,453,49,306,High,2026-07-07,2027-05-22,11.27
INV0695,MED0695,Conceive Plus+Lubricant,157,37,547,High,2026-07-07,2026-08-24,9.78
INV0696,MED0696,Q1 Plus  Tab,18,20,916,Low,2026-07-07,2027-05-18,7.35
INV0697,MED0697,Gestophil 400Mg,360,34,647,High,2026-07-07,2028-01-18,9.86
INV0698,MED0698,Imilin 25Mg Tab,480,48,367,High,2026-07-07,2028-02-28,10.76
INV0699,MED0699,Itraderma 100Mg,108,46,805,Normal,2026-07-07,2026-12-22,6.7
INV0700,MED0700,Babe Anti-Ageing Eye Contour,370,49,511,High,2026-07-07,2028-03-27,16.43
INV0701,MED0701,Etorixan 90 Mg  Maddox,163,25,852,High,2026-07-07,2027-08-21,7.78
INV0702,MED0702,Progucy 30Cap,213,42,672,High,2026-07-07,2028-02-28,12.39
INV0703,MED0703,Cytotec 200Mg 60 Tab.,366,35,265,High,2026-07-07,2026-12-21,11.65
INV0704,MED0704,Olopat,406,36,738,High,2026-07-07,2027-08-17,5.7
INV0705,MED0705,Dostinex  0.5 Mg Italy  8 Tab,75,26,661,Normal,2026-07-07,2028-04-01,2.92
INV0706,MED0706,Zomax  22.5Ml,289,40,694,High,2026-07-07,2027-07-03,3.87
INV0707,MED0707,Daily Wash Plus,346,37,497,High,2026-07-07,2027-10-02,8.97
INV0708,MED0708,Liptomama Milk,277,21,593,High,2026-07-07,2027-02-05,7.43
INV0709,MED0709,Koflet,384,26,914,High,2026-07-07,2027-10-02,4.46
INV0710,MED0710,Urostab (Refuced Barcod),304,40,578,High,2026-07-07,2027-12-09,2.35
INV0711,MED0711,Flutafarm 0.25G,249,43,788,High,2026-07-07,2027-09-15,9.28
INV0712,MED0712,Raham-Zinc 50 Mg,455,50,477,High,2026-07-07,2028-02-25,8.91
INV0713,MED0713,Endogen Hp 150 Iu Vial,395,41,532,High,2026-07-07,2026-07-20,48.45
INV0714,MED0714,Zyloric-300,361,34,838,High,2026-07-07,2026-11-07,6.41
INV0715,MED0715,Fusylin Ointment 2%,406,45,596,High,2026-07-07,2027-04-08,12.4
INV0716,MED0716,Link 5Mg,357,37,447,High,2026-07-07,2028-04-08,2.14
INV0717,MED0717,Ip-Kojic Skin Line,448,39,655,High,2026-07-07,2026-11-15,2.58
INV0718,MED0718,Topidic 2% Ointment,212,45,322,High,2026-07-07,2027-11-01,10.61
INV0719,MED0719,Amoklavin-Bid 1000Mg,288,21,787,High,2026-07-07,2028-05-12,5.22
INV0720,MED0720,Sunsafe  Acne-Fluid  Spf 50 Oil Free,223,22,593,High,2026-07-07,2027-04-11,7.58
INV0721,MED0721,Arnicagel 50Ml,13,23,628,Low,2026-07-07,2026-09-13,3.86
INV0722,MED0722,Un Traceable Scar Aesthetic Cream 30Ml,471,30,950,High,2026-07-07,2027-02-18,24.17
INV0723,MED0723,Whiteplus-Whitening Cream,269,33,484,High,2026-07-07,2027-05-03,20.57
INV0724,MED0724,Epiduo,350,49,735,High,2026-07-07,2026-10-10,17.26
INV0725,MED0725,Zinc Plus 10Mg,175,30,969,High,2026-07-07,2026-12-31,12.96
INV0726,MED0726,Vermox Suspention,464,35,560,High,2026-07-07,2027-01-09,10.2
INV0727,MED0727,Nutravit Multivitamin Yummy Pectin Gummy,98,28,681,High,2026-07-07,2027-11-07,8.69
INV0728,MED0728,Telfast 180Mg,12,20,253,Low,2026-07-07,2028-02-15,4.0
INV0729,MED0729,Shlaf Gut Syup Melatonin,238,30,733,High,2026-07-07,2026-10-14,1.81
INV0730,MED0730,Minoxidil 6.5% Hair  For Men,222,45,743,High,2026-07-07,2027-10-02,22.39
INV0731,MED0731,My Sunscreen Cream Kids Spf 50,159,41,258,High,2026-07-07,2027-06-21,12.47
INV0732,MED0732,Aspirin Protect 100,222,32,561,High,2026-07-07,2027-05-09,8.04
INV0733,MED0733,Fertility Plus For Women,64,24,379,Normal,2026-07-07,2027-09-14,12.94
INV0734,MED0734,Fertilhelp For Men Ultra,451,29,466,High,2026-07-07,2027-08-28,2.73
INV0735,MED0735,Capilare,272,38,826,High,2026-07-07,2028-03-15,7.77
INV0736,MED0736,Prex 75 Mg,161,20,347,High,2026-07-07,2028-05-09,9.09
INV0737,MED0737,Kenda Kids Chocolate Milk 3-10 Ages,436,26,406,High,2026-07-07,2026-12-26,6.32
INV0738,MED0738,Cipox 750 Mg 14 Tab,477,37,636,High,2026-07-07,2027-03-15,1.76
INV0739,MED0739,Medroxyprogesterone 5,407,27,525,High,2026-07-07,2027-10-02,5.47
INV0740,MED0740,Omathrocin 200Mg 100Ml,454,21,947,High,2026-07-07,2027-10-19,4.11
INV0741,MED0741,Feminine Foaming Clean -Alpha,20,50,451,Low,2026-07-07,2027-01-22,17.21
INV0742,MED0742,Aphrofem,33,48,837,Low,2026-07-07,2026-08-16,10.43
INV0743,MED0743,Melatonin+Vit B6 Cap,489,28,357,High,2026-07-07,2027-10-01,5.36
INV0744,MED0744,Ironweser Syrup,272,40,621,High,2026-07-07,2026-09-14,7.34
INV0745,MED0745,Pellevita Urea 100Ml,33,45,910,Low,2026-07-07,2028-05-19,8.29
INV0746,MED0746,Boroplus Foot Cream 50Ml,34,37,826,Low,2026-07-07,2026-07-10,11.56
INV0747,MED0747,Alcoho Bawardia  Anti Septic,124,20,823,High,2026-07-07,2027-01-13,23.21
INV0748,MED0748,Svr  Sebiaclear Creme Spf 50 Uvb+Uva  50Ml,152,43,270,High,2026-07-07,2027-05-25,13.69
INV0749,MED0749,Sebium Global 30Ml,352,38,212,High,2026-07-07,2028-01-13,12.87
INV0750,MED0750,Perobar %2.5,231,40,267,High,2026-07-07,2027-09-03,7.46
INV0751,MED0751,Sunsafe Anti-Ageing Spf 50+,253,39,696,High,2026-07-07,2028-05-28,10.44
INV0752,MED0752,Pro-Zinc 50,480,46,789,High,2026-07-07,2027-09-17,13.6
INV0753,MED0753,Adapalene And Benzoyl Peroxide Gel,79,46,479,Normal,2026-07-07,2026-07-31,10.9
INV0754,MED0754,Pigmentclar For Eye15Ml,88,37,475,Normal,2026-07-07,2027-01-24,12.53
INV0755,MED0755,Sun Line Ip- Block Acne Spf 50,195,32,824,High,2026-07-07,2026-08-07,23.58
INV0756,MED0756,Activecaine 5%,16,29,525,Low,2026-07-07,2026-08-30,19.28
INV0757,MED0757,Dermodin Oint,247,26,562,High,2026-07-07,2026-08-04,15.65
INV0758,MED0758,Vitamin D3 5000Iu Sensilab,203,44,907,High,2026-07-07,2027-12-03,5.8
INV0759,MED0759,Prednabene  15Mg/5Ml   100Ml,270,20,786,High,2026-07-07,2027-08-22,3.02
INV0760,MED0760,Chloramics 1% Eye Oint,337,40,428,High,2026-07-07,2026-07-30,11.5
INV0761,MED0761,Sentry 30Tab,356,20,544,High,2026-07-07,2027-02-09,10.06
INV0762,MED0762,Anis Tar 200Ml,331,44,761,High,2026-07-07,2027-03-08,10.88
INV0763,MED0763,Prednisolone 5Mg Wockhard,346,33,201,High,2026-07-07,2027-05-23,9.0
INV0764,MED0764,Noreva  Exfoliac Global,325,28,476,High,2026-07-07,2026-10-23,6.05
INV0765,MED0765,Vaseline Rosy Lips,456,45,245,High,2026-07-07,2026-07-08,16.0
INV0766,MED0766,Rozycal D3,56,31,743,Normal,2026-07-07,2027-06-22,12.17
INV0767,MED0767,Supirocin 15G,400,24,540,High,2026-07-07,2028-01-15,12.27
INV0768,MED0768,Rhini Care Rhinitis Relif Nasl Spary Adva Care,322,46,217,High,2026-07-07,2027-01-28,11.94
INV0769,MED0769,Wellmore Banana Kids Growth Formula,442,29,357,High,2026-07-07,2026-08-11,2.09
INV0770,MED0770,Dolo-650Mg,59,38,961,Normal,2026-07-07,2027-11-11,12.18
INV0771,MED0771,Hydroderm Arbutin,245,35,492,High,2026-07-07,2026-11-01,16.35
INV0772,MED0772,Cambidel Capsule,245,31,824,High,2026-07-07,2027-12-30,3.63
INV0773,MED0773,Sunlyte 21.8 Ors Orange Flavour,495,23,872,High,2026-07-07,2027-03-12,4.92
INV0774,MED0774,Uveblock Spf 30 Dry Touch 40 Ml,272,48,635,High,2026-07-07,2027-01-15,15.79
INV0775,MED0775,B-12 Mcg  30Tab,475,41,735,High,2026-07-07,2027-04-06,7.88
INV0776,MED0776,Awacand 16Mg,113,20,712,High,2026-07-07,2027-03-25,2.06
INV0777,MED0777,Diostar-Plus 160/12.5Mg,380,24,820,High,2026-07-07,2026-12-29,12.0
INV0778,MED0778,Feksine 180Mg,338,36,605,High,2026-07-07,2027-04-15,12.29
INV0779,MED0779,Efudix 5% 20G,422,50,483,High,2026-07-07,2026-12-02,11.4
INV0780,MED0780,Oprazole 20Mg,225,25,450,High,2026-07-07,2026-10-06,2.42
INV0781,MED0781,Motilium 10Mg Janssen,122,25,639,High,2026-07-07,2027-07-11,9.38
INV0782,MED0782,Concor 2.5Mg,339,31,939,High,2026-07-07,2027-04-12,6.9
INV0783,MED0783,Htderm Hydra Tolerance 24H Cream,376,39,974,High,2026-07-07,2026-12-19,17.63
INV0784,MED0784,Zincoxawa 15%,245,33,692,High,2026-07-07,2028-03-11,13.09
INV0785,MED0785,Octa Care 9Cm*30Cm Code 21930,274,26,301,High,2026-07-07,2028-04-15,18.01
INV0786,MED0786,Adhesive Surgical 10*15,237,26,916,High,2026-07-07,2027-12-02,26.63
INV0787,MED0787,Ardeef Povidine Lodine %4,216,25,804,High,2026-07-07,2027-01-08,23.08
INV0788,MED0788,Larius 5Mg,338,49,897,High,2026-07-07,2026-11-08,3.39
INV0789,MED0789,Kenda Kids Banana Milk 3-10 Ages,57,45,742,Normal,2026-07-07,2026-11-09,7.65
INV0790,MED0790,Fusidatawa 2%  15G,418,44,292,High,2026-07-07,2026-09-29,10.82
INV0791,MED0791,Nutrigen Supra 13Vitamins +10Minerals,266,24,501,High,2026-07-07,2027-03-25,11.43
INV0792,MED0792,Metoclopramide 10Mg,463,32,570,High,2026-07-07,2028-05-02,7.52
INV0793,MED0793,Sedamood 30 Cap,298,29,624,High,2026-07-07,2027-08-16,11.66
INV0794,MED0794,A-Z Complettten,313,46,223,High,2026-07-07,2028-03-09,12.39
INV0795,MED0795,"Perfectil Skin ,Hair & Nails",485,24,441,High,2026-07-07,2027-12-04,3.79
INV0796,MED0796,Laro Eat Plus Orange Chuclota,381,24,425,High,2026-07-07,2027-07-16,13.75
INV0797,MED0797,Vocort 15Mg,70,34,839,Normal,2026-07-07,2028-01-31,11.66
INV0798,MED0798,Kin Forte  500Ml,306,20,355,High,2026-07-07,2028-02-08,19.72
INV0799,MED0799,Vitamin D3 5000 Iu,126,35,895,High,2026-07-07,2026-12-21,7.52
INV0800,MED0800,Contornia,38,21,925,Normal,2026-07-07,2027-12-29,14.73
INV0801,MED0801,Aquax -H Cream 30G,400,33,523,High,2026-07-07,2027-03-22,9.3
INV0802,MED0802,My Nourishing Aloe Vera,456,45,931,High,2026-07-07,2028-04-01,9.02
INV0803,MED0803,Rinoraz,336,34,256,High,2026-07-07,2027-03-28,7.56
INV0804,MED0804,Clairette 2000/35,292,28,677,High,2026-07-07,2028-02-16,14.33
INV0805,MED0805,Cabenex 0.5 Mg,307,30,920,High,2026-07-07,2026-09-23,6.27
INV0806,MED0806,Spotex,331,45,655,High,2026-07-07,2028-06-12,5.28
INV0807,MED0807,Sadol 1000 Mg,170,30,407,High,2026-07-07,2027-06-27,7.46
INV0808,MED0808,Mae Blackcurrant 7Day Pack 21*3G Sachets,49,46,757,Normal,2026-07-07,2028-03-09,5.06
INV0809,MED0809,Bioderma Sebium H2O 250Ml,360,21,663,High,2026-07-07,2027-04-28,7.34
INV0810,MED0810,Trisa Perfect White Toothpaste 75Ml,246,36,267,High,2026-07-07,2026-12-02,10.5
INV0811,MED0811,Doxafin   5Mg,43,30,705,Normal,2026-07-07,2028-01-17,6.47
INV0812,MED0812,Vaseline Intensive Care Advanced Repair Lotion,295,38,509,High,2026-07-07,2027-03-05,9.14
INV0813,MED0813,Perfect Baby 3In1 300Ml Shampoo,321,44,929,High,2026-07-07,2028-02-06,4.78
INV0814,MED0814,Delia Cosmetics Anti-Wrinkle Firming,95,32,763,Normal,2026-07-07,2027-08-14,16.87
INV0815,MED0815,Skin Line Ip-Vit C20,144,37,724,High,2026-07-07,2027-08-17,15.11
INV0816,MED0816,Rejuvenating %10 My Aha,115,36,223,High,2026-07-07,2026-12-06,8.11
INV0817,MED0817,Alles 600Mg,18,41,690,Low,2026-07-07,2026-12-31,9.79
INV0818,MED0818,Prednisolone - Darnitsa 5Mg,87,27,807,High,2026-07-07,2027-12-24,1.43
INV0819,MED0819,Sinerdol 300Mg,65,25,317,Normal,2026-07-07,2028-06-10,10.83
INV0820,MED0820,Derma Line Ip-Intensive Whitening Normal &Sensitive Skin,412,41,817,High,2026-07-07,2027-08-06,16.14
INV0821,MED0821,Cefex-500,445,30,955,High,2026-07-07,2027-12-20,9.33
INV0822,MED0822,Pmol Fizz,459,45,759,High,2026-07-07,2026-08-08,4.9
INV0823,MED0823,Fructo Ve Gricar 14 Sticks,485,38,862,High,2026-07-07,2026-11-13,9.43
INV0824,MED0824,Co-Codamol 8Mg/500Mg Bristol,277,40,596,High,2026-07-07,2026-07-10,11.58
INV0825,MED0825,Pylokit,411,44,300,High,2026-07-07,2027-09-28,12.51
INV0826,MED0826,Virasorb,78,46,227,Normal,2026-07-07,2027-06-30,14.08
INV0827,MED0827,Erythromycin,260,20,611,High,2026-07-07,2028-04-08,2.69
INV0828,MED0828,Zitoget 500Mg,399,47,810,High,2026-07-07,2027-04-10,6.0
INV0829,MED0829,Zinc 60Tab,70,21,665,High,2026-07-07,2026-09-24,8.07
INV0830,MED0830,Imavir Eye Ointment,122,35,998,High,2026-07-07,2027-07-05,18.1
INV0831,MED0831,Glow Max 30 Cap,294,24,596,High,2026-07-07,2028-01-28,11.38
INV0832,MED0832,Apmox-500,467,27,429,High,2026-07-07,2026-09-27,5.76
INV0833,MED0833,Furaflu,371,36,878,High,2026-07-07,2026-11-24,7.95
INV0834,MED0834,Axen 500Mg,233,41,511,High,2026-07-07,2027-02-06,6.5
INV0835,MED0835,Ginsavit,242,49,247,High,2026-07-07,2026-08-22,8.79
