InvoiceID,MedicineID,MedicineName,DosageForm,Category,Type,QuantitySold,SaleDate,SaleTime,UnitPrice,Revenue,CostPrice,Profit,DiscountPct,PaymentMethod,CustomerType,EmployeeID,SupplierID
1233112,MED0007,Clorocil 5G Eye Ointments,Ointment,Topical,Drug,2,13-12-2024,15:08,36.01,72.02,48.24,23.78,0,Cash,Regular,EMP003,SUP002
1233112,MED0185,Ciprofloxacin 750Mg,Tablet,Oral Solid,Drug,1,13-12-2024,15:07,8.95,8.95,5.99,2.96,0,Insurance,Insurance,EMP017,SUP008
1233189,MED0612,Aminor 5Mg,Tablet,Oral Solid,Drug,1,15-11-2024,19:26,7.16,7.16,4.8,2.36,10,Card,Regular,EMP010,SUP001
1233272,MED0021,Sebium Photoderm Akn Mat Spf 30 40Ml,Cream,Topical,Supply,1,24-03-2024,17:46,32.82,32.82,21.98,10.84,0,Insurance,Regular,EMP005,SUP010
1233272,MED0075,White Plus [+] Night 30Ml,Cream,Topical,Supply,1,24-03-2024,17:46,27.25,27.25,18.25,9,5,Mobile Payment,Regular,EMP018,SUP008
1233272,MED0063,Bioderma Sebium,Gel,Topical,Supply,1,24-03-2024,17:45,23.61,23.61,15.81,7.8,10,Insurance,Walk-in,EMP012,SUP008
1233285,MED0251,Bioderma Photoderm  Max  Spf 50  40Ml Toucher  Sec Dry Touch,Cream,Topical,Supply,1,04-04-2024,18:55,14.7,14.7,9.85,4.85,15,Mobile Payment,Walk-in,EMP019,SUP014
1233301,MED0110,Voltfast 50Mg 30 Satchet,Powder,Dermatology,Drug,1,31-03-2024,13:09,24.08,24.08,16.13,7.95,15,Card,Walk-in,EMP013,SUP004
1233301,MED0517,Benzac Ac %5 60G,Cream,Topical,Supply,1,31-03-2024,13:09,12.33,12.33,8.26,4.07,15,Card,Walk-in,EMP019,SUP006
1233301,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,31-03-2024,13:09,18.5,18.5,12.39,6.11,15,Card,Insurance,EMP008,SUP010
1233301,MED0538,Doxycycline-Belmed 100Mg,Tablet,Oral Solid,Drug,1,31-03-2024,13:09,12.73,12.73,8.53,4.2,0,Cash,Walk-in,EMP005,SUP002
1233301,MED0538,Doxycycline-Belmed 100Mg,Tablet,Oral Solid,Drug,2,31-03-2024,13:09,12.73,25.46,17.05,8.41,0,Cash,Regular,EMP011,SUP002
1233394,MED0004,Mesone,Cream,Topical,Drug,1,17-11-2024,22:23,11.26,11.26,7.54,3.72,15,Mobile Payment,Walk-in,EMP019,SUP013
1233466,MED0613,Molurex Solution,Solution,Oral Liquid,Drug,1,25-03-2024,16:49,11.3,11.3,7.57,3.73,5,Cash,Regular,EMP004,SUP015
1233466,MED0614,Fusibact Cream 15Gm,Cream,Topical,Drug,1,25-03-2024,16:49,20.51,20.51,13.74,6.77,15,Cash,Walk-in,EMP010,SUP011
1233478,MED0448,Ciptadine  4Mg,Tablet,Oral Solid,Drug,3,31-07-2024,17:26,10.84,32.52,21.78,10.74,0,Card,Insurance,EMP001,SUP013
1233478,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,4,31-07-2024,17:26,6.95,27.8,18.62,9.18,0,Card,Walk-in,EMP017,SUP006
1233582,MED0461,Uciderm-B Cream,Cream,Topical,Drug,1,28-03-2024,16:45,5.87,5.87,3.93,1.94,0,Mobile Payment,Walk-in,EMP010,SUP010
1233582,MED0615,Megamox 1Mg,Tablet,Oral Solid,Drug,2,28-03-2024,16:45,11.32,22.64,15.16,7.48,0,Cash,Insurance,EMP019,SUP012
1233582,MED0616,Acyclovir 400 Mg,Tablet,Oral Solid,Drug,1,28-03-2024,16:44,9.37,9.37,6.28,3.09,5,Card,New,EMP020,SUP010
1233612,MED0617,Ducray Neoptide,Lotion,Topical,Supply,3,12-11-2024,17:49,30.6,91.8,61.48,30.32,0,Insurance,New,EMP007,SUP005
1233677,MED0307,Novasil H 0.1%,Lotion,Topical,Drug,1,01-11-2024,15:30,14.41,14.41,9.65,4.76,5,Cash,Regular,EMP006,SUP004
1233677,MED0034,Pediatric  Emollient 200Ml,Cream,Topical,Supply,1,01-11-2024,15:30,39.01,39.01,26.13,12.88,10,Insurance,Walk-in,EMP007,SUP012
1233677,MED0033,Canesten 20G Skin Cream,Cream,Topical,Drug,1,01-11-2024,15:30,22.84,22.84,15.3,7.54,10,Card,New,EMP004,SUP001
1233677,MED0516,Zeta  15G,Ointment,Topical,Drug,1,01-11-2024,15:30,33.78,33.78,22.62,11.16,0,Card,Regular,EMP006,SUP013
1233677,MED0035,Caelin  Baby Care,Soap,Personal Care,Supply,1,01-11-2024,15:30,12.6,12.6,8.44,4.16,0,Insurance,New,EMP008,SUP003
1233725,MED0307,Novasil H 0.1%,Lotion,Topical,Drug,1,08-03-2024,17:56,14.41,14.41,9.65,4.76,15,Card,Regular,EMP010,SUP004
1233779,MED0130,Gel Mouss Effaclar 200Ml,Gel,Topical,Supply,1,25-11-2024,14:26,33.77,33.77,22.62,11.15,15,Cash,New,EMP005,SUP006
1233835,MED0618,Adva-Forte Syrup 250Ml,Syrup,Oral Liquid,Drug,1,26-02-2024,16:44,7.29,7.29,4.88,2.41,15,Cash,Regular,EMP014,SUP005
1233838,MED0340,Pediasure Vanela,Milk Formula,Oral Liquid,Supply,1,08-02-2024,16:56,6.88,6.88,4.61,2.27,15,Cash,Insurance,EMP013,SUP008
1233838,MED0618,Adva-Forte Syrup 250Ml,Syrup,Oral Liquid,Drug,1,08-02-2024,16:56,7.29,7.29,4.88,2.41,0,Cash,New,EMP019,SUP005
1233838,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,2,08-02-2024,16:55,6.95,13.9,9.31,4.59,0,Card,Regular,EMP018,SUP006
1233838,MED0618,Adva-Forte Syrup 250Ml,Syrup,Oral Liquid,Drug,2,08-02-2024,16:55,7.29,14.58,9.77,4.81,0,Mobile Payment,Regular,EMP002,SUP005
1233838,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,4,08-02-2024,16:54,6.95,27.8,18.62,9.18,15,Cash,Insurance,EMP014,SUP006
1233838,MED0105,Nutrigen Growmega Fish Oil  200Ml Help Childern,Syrup,Oral Liquid,Drug,2,08-02-2024,16:54,6.27,12.54,8.4,4.14,0,Cash,Insurance,EMP020,SUP010
1233884,MED0203,Gastrogen 4500Mg,Powder,Dermatology,Supply,1,18-04-2024,13:06,21.97,21.97,14.71,7.26,15,Card,New,EMP001,SUP007
1233904,MED0179,Caelin %5 Sulfur,Soap,Personal Care,Supply,1,09-03-2024,15:02,13.86,13.86,9.28,4.58,0,Cash,Regular,EMP018,SUP010
1233904,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,09-03-2024,15:01,18.5,18.5,12.39,6.11,0,Card,New,EMP016,SUP010
1233904,MED0030,Babe New Nuevo Spf 50,Cream,Topical,Supply,1,09-03-2024,15:01,25.34,25.34,16.97,8.37,5,Cash,Walk-in,EMP005,SUP002
1233904,MED0075,White Plus [+] Night 30Ml,Cream,Topical,Supply,1,09-03-2024,15:01,27.25,27.25,18.25,9,0,Cash,Walk-in,EMP013,SUP008
1233906,MED0619,Dibase 100.000 I.U./Ml,Solution,Oral Liquid,Supply,4,23-08-2024,15:07,13.25,53,35.5,17.5,10,Mobile Payment,Regular,EMP004,SUP009
1233906,MED0620,Spirulina,Capsule,Oral Solid,Supply,1,23-08-2024,15:07,6.51,6.51,4.36,2.15,10,Card,New,EMP015,SUP006
1233906,MED0621,B Complex With C,Tablet,Oral Solid,Drug,1,23-08-2024,15:07,6.15,6.15,4.12,2.03,15,Cash,Insurance,EMP014,SUP009
1233944,MED0190,Tms Forte 800/160Mg,Tablet,Oral Solid,Drug,1,12-06-2024,17:08,9.8,9.8,6.56,3.24,0,Insurance,Walk-in,EMP001,SUP013
1233944,MED0353,Isocor 20Mg,Tablet,Oral Solid,Drug,2,12-06-2024,17:08,18.88,37.76,25.29,12.47,0,Insurance,Regular,EMP015,SUP006
1234068,MED0622,Piostan Lady  500Mg,Tablet,Oral Solid,Drug,1,03-12-2024,21:44,3.73,3.73,2.5,1.23,0,Mobile Payment,Insurance,EMP006,SUP007
1234108,MED0172,Pediatric Extra Mild 200Ml,Shampoo,Personal Care,Supply,1,03-12-2024,15:06,17.99,17.99,12.05,5.94,0,Mobile Payment,Insurance,EMP007,SUP013
1234108,MED0007,Clorocil 5G Eye Ointments,Ointment,Topical,Drug,2,03-12-2024,15:06,36.01,72.02,48.24,23.78,15,Insurance,Regular,EMP010,SUP002
1234108,MED0516,Zeta  15G,Ointment,Topical,Drug,1,03-12-2024,15:06,33.78,33.78,22.62,11.16,0,Card,Walk-in,EMP018,SUP013
1234108,MED0195,Micropore 3M .. Plaster Qawayii,Patch,Transdermal,Supply,3,03-12-2024,15:06,32.73,98.19,65.76,32.43,15,Cash,Regular,EMP008,SUP015
1234108,MED0047,Johson Baby,Oil,Personal Care,Supply,1,03-12-2024,15:06,4.83,4.83,3.23,1.6,0,Insurance,Walk-in,EMP017,SUP013
1234108,MED0185,Ciprofloxacin 750Mg,Tablet,Oral Solid,Drug,1,03-12-2024,15:06,8.95,8.95,5.99,2.96,0,Mobile Payment,Regular,EMP020,SUP008
1234149,MED0516,Zeta  15G,Ointment,Topical,Drug,1,22-11-2024,17:24,33.78,33.78,22.62,11.16,0,Cash,Insurance,EMP008,SUP013
1234149,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,6,22-11-2024,17:23,7.06,42.36,28.37,13.99,5,Card,Walk-in,EMP011,SUP006
1234149,MED0033,Canesten 20G Skin Cream,Cream,Topical,Drug,1,22-11-2024,17:23,22.84,22.84,15.3,7.54,0,Insurance,Regular,EMP020,SUP001
1234163,MED0084,Elica-M,Ointment,Topical,Drug,1,18-07-2024,17:54,36.22,36.22,24.26,11.96,10,Mobile Payment,Walk-in,EMP012,SUP015
1234214,MED0223,Protecta,Tablet,Oral Solid,Drug,1,04-10-2024,15:32,11.53,11.53,7.72,3.81,0,Insurance,New,EMP008,SUP010
1234321,MED0623,Limenda 750Mg/200Mg,Ointment,Topical,Drug,1,24-04-2024,15:56,10.13,10.13,6.78,3.35,0,Card,New,EMP017,SUP003
1234401,MED0417,Gerovital Tratament Expert Anti-Hair Loss  250Ml,Shampoo,Personal Care,Supply,1,17-06-2024,18:49,8.86,8.86,5.93,2.93,15,Mobile Payment,New,EMP005,SUP013
1234401,MED0418,Gerovital Tratament Expert,Injection,Injectable,Supply,1,17-06-2024,18:48,43.26,43.26,28.97,14.29,10,Cash,New,EMP018,SUP007
1234401,MED0624,Ruatine 20Mg,Capsule,Oral Solid,Drug,2,17-06-2024,18:48,3.71,7.42,4.97,2.45,15,Insurance,Regular,EMP001,SUP014
1234401,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,17-06-2024,18:48,18.5,18.5,12.39,6.11,0,Cash,Regular,EMP010,SUP010
1234406,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,1,26-12-2024,19:03,16.01,16.01,10.72,5.29,5,Cash,Insurance,EMP001,SUP003
1234406,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,1,26-12-2024,19:03,16.01,16.01,10.72,5.29,5,Card,Insurance,EMP012,SUP003
1234406,MED0333,Sx-7 Hydroxy Cut Gold Plus,Powder,Dermatology,Supply,1,26-12-2024,19:03,20.75,20.75,13.9,6.85,10,Insurance,Walk-in,EMP014,SUP012
1234406,MED0119,C-Lax  25Tab,Tablet,Oral Solid,Drug,1,26-12-2024,19:03,12.77,12.77,8.55,4.22,0,Mobile Payment,Regular,EMP004,SUP011
1234406,MED0119,C-Lax  25Tab,Tablet,Oral Solid,Drug,1,26-12-2024,19:03,12.77,12.77,8.55,4.22,0,Card,Walk-in,EMP005,SUP011
1234406,MED0520,Fat Burner,Powder,Dermatology,Drug,1,26-12-2024,19:03,15.79,15.79,10.58,5.21,5,Cash,Insurance,EMP019,SUP002
1234417,MED0030,Babe New Nuevo Spf 50,Cream,Topical,Supply,1,01-11-2024,19:28,25.34,25.34,16.97,8.37,10,Mobile Payment,Regular,EMP020,SUP002
1234417,MED0503,Stop Akn Purifying Cleansing Gel  200Ml,Gel,Topical,Supply,1,01-11-2024,19:28,17.58,17.58,11.77,5.81,0,Card,Regular,EMP014,SUP003
1234440,MED0625,Radic Med  Anti Hair Loss Ampoule Treatment For Men,Injection,Injectable,Supply,1,01-05-2024,22:33,47.51,47.51,31.82,15.69,0,Card,Insurance,EMP011,SUP004
1234509,MED0123,Isis Teen Derm,Gel,Topical,Supply,1,24-08-2024,16:20,31.81,31.81,21.31,10.5,0,Insurance,Regular,EMP001,SUP005
1234509,MED0021,Sebium Photoderm Akn Mat Spf 30 40Ml,Cream,Topical,Supply,1,24-08-2024,16:20,32.82,32.82,21.98,10.84,0,Cash,Regular,EMP018,SUP010
1234534,MED0626,Iroglob 28Mg,Tablet,Oral Solid,Drug,1,08-11-2024,17:22,15.6,15.6,10.45,5.15,0,Insurance,Regular,EMP005,SUP013
1234534,MED0627,D3+K2 1000Iu+200Mcg,Capsule,Oral Solid,Drug,3,08-11-2024,17:22,4.93,14.79,9.91,4.88,10,Cash,Insurance,EMP013,SUP010
1234546,MED0628,Restamine 10Mg,Tablet,Oral Solid,Drug,1,20-02-2024,17:46,5.5,5.5,3.68,1.82,15,Mobile Payment,New,EMP019,SUP005
1234565,MED0035,Caelin  Baby Care,Soap,Personal Care,Supply,1,28-08-2024,18:26,12.6,12.6,8.44,4.16,15,Cash,Walk-in,EMP012,SUP003
1234567,MED0629,Finasteride 5Mg Film Coated Tablet,Tablet,Oral Solid,Drug,2,04-06-2024,18:29,10.46,20.92,14.01,6.91,0,Card,Insurance,EMP018,SUP006
1234567,MED0630,Anivagene Shampoo Man,Shampoo,Personal Care,Drug,1,04-06-2024,18:29,22.29,22.29,14.93,7.36,0,Card,Regular,EMP005,SUP004
1234567,MED0307,Novasil H 0.1%,Lotion,Topical,Drug,1,04-06-2024,18:29,14.41,14.41,9.65,4.76,15,Cash,Regular,EMP014,SUP004
1234583,MED0516,Zeta  15G,Ointment,Topical,Drug,1,17-01-2024,19:02,33.78,33.78,22.62,11.16,10,Card,Regular,EMP009,SUP013
1234583,MED0473,Emollent 200Ml,Cream,Topical,Supply,1,17-01-2024,19:02,18.38,18.38,12.31,6.07,0,Mobile Payment,Insurance,EMP003,SUP006
1234583,MED0035,Caelin  Baby Care,Soap,Personal Care,Supply,1,17-01-2024,19:02,12.6,12.6,8.44,4.16,0,Insurance,Regular,EMP018,SUP003
1234583,MED0382,Prednisolone 5Mg,Tablet,Oral Solid,Drug,6,17-01-2024,19:02,7.06,42.36,28.37,13.99,0,Cash,Regular,EMP013,SUP006
1234636,MED0538,Doxycycline-Belmed 100Mg,Tablet,Oral Solid,Drug,4,31-03-2024,13:11,12.73,50.92,34.1,16.82,0,Mobile Payment,Regular,EMP019,SUP002
1234636,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,31-03-2024,13:11,18.5,18.5,12.39,6.11,0,Cash,Regular,EMP013,SUP010
1234636,MED0106,Benzoyl Gel 5% Coral,Gel,Topical,Drug,1,31-03-2024,13:11,26.72,26.72,17.9,8.82,5,Mobile Payment,Walk-in,EMP012,SUP007
1234636,MED0307,Novasil H 0.1%,Lotion,Topical,Drug,1,31-03-2024,13:10,14.41,14.41,9.65,4.76,0,Cash,Walk-in,EMP014,SUP004
1234656,MED0631,Forxiga 10Mg Tab28,Tablet,Oral Solid,Drug,2,13-01-2024,14:13,19.57,39.14,26.21,12.93,5,Mobile Payment,Insurance,EMP003,SUP006
1234751,MED0137,Pregabalin Accord 75Mg Hard,Capsule,Oral Solid,Drug,2,19-05-2024,16:56,2.78,5.56,3.72,1.84,0,Card,Insurance,EMP007,SUP007
1234772,MED0632,Ibuprofen-S Awa 100Ml,Syrup,Oral Liquid,Drug,1,04-05-2024,17:22,10.39,10.39,6.96,3.43,0,Card,New,EMP001,SUP015
1234772,MED0633,Amoclan Bid 400Mg,Syrup,Oral Liquid,Drug,1,04-05-2024,17:22,6.53,6.53,4.37,2.16,0,Cash,Regular,EMP018,SUP005
1234806,MED0223,Protecta,Tablet,Oral Solid,Drug,1,30-08-2024,18:02,11.53,11.53,7.72,3.81,10,Mobile Payment,Insurance,EMP016,SUP010
1234806,MED0634,Lypre 75Mg,Tablet,Oral Solid,Drug,1,30-08-2024,18:02,3.36,3.36,2.25,1.11,15,Mobile Payment,Walk-in,EMP014,SUP007
1234806,MED0391,Neuroplus,Tablet,Oral Solid,Drug,1,30-08-2024,18:02,18.2,18.2,12.19,6.01,15,Insurance,Regular,EMP004,SUP006
1234806,MED0596,Torix 90Mg,Tablet,Oral Solid,Drug,1,30-08-2024,18:02,17.79,17.79,11.92,5.87,15,Insurance,New,EMP005,SUP008
1234882,MED0635,Telmodep 80 /5 Mg,Tablet,Oral Solid,Drug,2,03-12-2024,23:55,5.09,10.18,6.82,3.36,5,Cash,Regular,EMP007,SUP002
1234935,MED0593,Klaminawa 4 Awamedica,Tablet,Oral Solid,Drug,2,04-04-2024,18:31,5.42,10.84,7.26,3.58,0,Card,New,EMP017,SUP004
1234962,MED0636,Ensure Complet 400G,Milk Formula,Oral Liquid,Supply,1,26-02-2024,14:09,5.64,5.64,3.78,1.86,0,Cash,New,EMP011,SUP011
1234962,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,4,26-02-2024,14:09,6.95,27.8,18.62,9.18,0,Card,Walk-in,EMP019,SUP006
1234962,MED0362,Biovita Omega 3 With Hony,Syrup,Oral Liquid,Drug,3,26-02-2024,14:09,7.02,21.06,14.11,6.95,5,Mobile Payment,Walk-in,EMP011,SUP005
1234962,MED0618,Adva-Forte Syrup 250Ml,Syrup,Oral Liquid,Drug,3,26-02-2024,14:08,7.29,21.87,14.65,7.22,15,Card,Walk-in,EMP004,SUP005
1234985,MED0427,Piostan 500Mg,Tablet,Oral Solid,Drug,1,18-07-2024,15:41,13.64,13.64,9.14,4.5,0,Insurance,Regular,EMP009,SUP003
1234985,MED0114,Amoclan Forte 625Mg Hikma,Tablet,Oral Solid,Drug,3,18-07-2024,15:41,4.81,14.43,9.66,4.77,0,Mobile Payment,Regular,EMP007,SUP006
1235019,MED0106,Benzoyl Gel 5% Coral,Gel,Topical,Drug,1,01-06-2024,18:25,26.72,26.72,17.9,8.82,0,Card,Regular,EMP009,SUP007
1235019,MED0115,Doxycreat 100Mg,Tablet,Oral Solid,Drug,3,01-06-2024,18:25,18.38,55.14,36.93,18.21,10,Cash,New,EMP013,SUP012
1235052,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,12-05-2024,14:48,18.5,18.5,12.39,6.11,0,Insurance,Insurance,EMP018,SUP010
1235052,MED0106,Benzoyl Gel 5% Coral,Gel,Topical,Drug,1,12-05-2024,14:48,26.72,26.72,17.9,8.82,0,Insurance,Insurance,EMP005,SUP007
1235052,MED0115,Doxycreat 100Mg,Tablet,Oral Solid,Drug,3,12-05-2024,14:47,18.38,55.14,36.93,18.21,10,Card,Insurance,EMP008,SUP012
1235085,MED0637,Zamur 500Mg,Tablet,Oral Solid,Drug,1,31-10-2024,16:43,4.82,4.82,3.23,1.59,15,Mobile Payment,Insurance,EMP019,SUP005
1235085,MED0637,Zamur 500Mg,Tablet,Oral Solid,Drug,1,31-10-2024,16:43,4.82,4.82,3.23,1.59,0,Mobile Payment,New,EMP010,SUP005
1235085,MED0220,Ultra Iron Plus,Capsule,Oral Solid,Drug,1,31-10-2024,16:43,6.99,6.99,4.68,2.31,0,Insurance,Insurance,EMP017,SUP015
1235085,MED0638,Aspirin   75Mg,Tablet,Oral Solid,Drug,2,31-10-2024,16:43,1.76,3.52,2.36,1.16,0,Mobile Payment,Regular,EMP009,SUP008
1235085,MED0639,Orvagil 500Mg 10 Pessaries Vaginal Use,Tablet,Oral Solid,Drug,2,31-10-2024,16:43,11.38,22.76,15.24,7.52,10,Cash,Regular,EMP002,SUP001
1235108,MED0369,Effaclar H,Cream,Topical,Supply,1,23-09-2024,18:05,3.06,3.06,2.05,1.01,0,Cash,Walk-in,EMP001,SUP013
1235108,MED0130,Gel Mouss Effaclar 200Ml,Gel,Topical,Supply,1,23-09-2024,18:04,33.77,33.77,22.62,11.15,5,Mobile Payment,Walk-in,EMP006,SUP006
1235202,MED0614,Fusibact Cream 15Gm,Cream,Topical,Drug,1,19-07-2024,16:36,20.51,20.51,13.74,6.77,0,Cash,Regular,EMP016,SUP011
1235202,MED0433,White Gel 150Ml,Gel,Topical,Supply,1,19-07-2024,16:36,9.51,9.51,6.37,3.14,5,Mobile Payment,Regular,EMP008,SUP013
1235212,MED0189,Choline & Inositol 500/500Mg,Tablet,Oral Solid,Supply,2,16-01-2024,17:02,5.02,10.04,6.72,3.32,0,Insurance,Regular,EMP001,SUP015
1235212,MED0189,Choline & Inositol 500/500Mg,Tablet,Oral Solid,Supply,2,16-01-2024,17:02,5.02,10.04,6.72,3.32,0,Cash,Walk-in,EMP001,SUP015
1235212,MED0330,Provera  5Mg 24Tab,Tablet,Oral Solid,Drug,1,16-01-2024,17:02,17.49,17.49,11.71,5.78,0,Insurance,Walk-in,EMP017,SUP010
1235264,MED0640,Cornex,Gel,Topical,Drug,1,08-08-2024,18:42,13.15,13.15,8.81,4.34,0,Card,New,EMP014,SUP008
1235274,MED0261,Dolipran 1000Mg,Tablet,Oral Solid,Drug,2,18-09-2024,19:02,17.8,35.6,23.84,11.76,10,Mobile Payment,Insurance,EMP020,SUP008
1235299,MED0296,Piodol 100Ml Syrup,Syrup,Oral Liquid,Drug,1,08-02-2024,22:03,10.83,10.83,7.25,3.58,5,Mobile Payment,Insurance,EMP013,SUP010
1235325,MED0417,Gerovital Tratament Expert Anti-Hair Loss  250Ml,Shampoo,Personal Care,Supply,1,03-03-2024,15:08,8.86,8.86,5.93,2.93,0,Insurance,New,EMP013,SUP013
1235325,MED0641,Dexa Aiwa 8Mg/2Ml,Injection,Injectable,Drug,5,03-03-2024,15:08,78.2,391,261.88,129.12,0,Mobile Payment,Insurance,EMP003,SUP010
1235325,MED0294,Methotrexate 50Mg/5Ml Vial,Injection,Injectable,Drug,1,03-03-2024,15:03,28.34,28.34,18.98,9.36,0,Cash,Regular,EMP002,SUP003
1235325,MED0307,Novasil H 0.1%,Lotion,Topical,Drug,1,03-03-2024,15:03,14.41,14.41,9.65,4.76,0,Mobile Payment,Walk-in,EMP004,SUP004
1235325,MED0158,Caelin Ketovit Shampoo,Shampoo,Personal Care,Supply,1,03-03-2024,15:03,18.47,18.47,12.37,6.1,10,Cash,Walk-in,EMP013,SUP002
1235325,MED0349,Ferachel Forte 1100Mg,Tablet,Oral Solid,Drug,2,03-03-2024,15:03,13.37,26.74,17.91,8.83,0,Card,New,EMP017,SUP007
1235325,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,03-03-2024,15:03,18.5,18.5,12.39,6.11,15,Insurance,Regular,EMP007,SUP010
1235568,MED0527,Ice Power Roll Cold Gel,Cream,Topical,Supply,10,01-02-2024,13:57,38.14,381.4,255.45,125.95,10,Cash,Regular,EMP003,SUP009
1235595,MED0181,Kapsol G-A 30,Capsule,Oral Solid,Supply,1,27-11-2024,16:05,14.99,14.99,10.04,4.95,0,Cash,New,EMP003,SUP001
1235598,MED0189,Choline & Inositol 500/500Mg,Tablet,Oral Solid,Supply,2,17-11-2024,16:15,5.02,10.04,6.72,3.32,5,Cash,Insurance,EMP007,SUP015
1235598,MED0095,White Intense Night 30Ml,Cream,Topical,Supply,1,17-11-2024,16:11,5.35,5.35,3.58,1.77,0,Card,New,EMP020,SUP014
1235598,MED0624,Ruatine 20Mg,Capsule,Oral Solid,Drug,1,17-11-2024,16:11,3.71,3.71,2.48,1.23,10,Insurance,Regular,EMP011,SUP014
1235598,MED0018,Caelin %2 Sulfur,Soap,Personal Care,Supply,1,17-11-2024,16:10,18.5,18.5,12.39,6.11,5,Insurance,Walk-in,EMP001,SUP010
1235598,MED0189,Choline & Inositol 500/500Mg,Tablet,Oral Solid,Supply,2,17-11-2024,16:10,5.02,10.04,6.72,3.32,0,Card,Walk-in,EMP002,SUP015
1235679,MED0642,Sitavia Plus 50/1000Mg,Tablet,Oral Solid,Drug,1,22-01-2024,20:59,11.74,11.74,7.86,3.88,15,Cash,Walk-in,EMP003,SUP011
1235712,MED0235,Laxodep,Capsule,Oral Solid,Drug,2,02-04-2024,15:52,5.85,11.7,7.84,3.86,10,Cash,Walk-in,EMP013,SUP008
1235712,MED0643,Inhibidel,Tablet,Oral Solid,Drug,1,02-04-2024,15:51,14.4,14.4,9.64,4.76,0,Insurance,Walk-in,EMP017,SUP011
1235712,MED0102,Novophan Energizing,Shampoo,Personal Care,Supply,1,02-04-2024,15:51,22.18,22.18,14.86,7.32,0,Card,Insurance,EMP002,SUP014
1235713,MED0030,Babe New Nuevo Spf 50,Cream,Topical,Supply,1,20-05-2024,16:07,25.34,25.34,16.97,8.37,0,Card,New,EMP020,SUP002
1235713,MED0433,White Gel 150Ml,Gel,Topical,Supply,1,20-05-2024,16:07,9.51,9.51,6.37,3.14,5,Cash,New,EMP009,SUP013
1235713,MED0095,White Intense Night 30Ml,Cream,Topical,Supply,1,20-05-2024,16:07,5.35,5.35,3.58,1.77,0,Card,Insurance,EMP003,SUP014
1235729,MED0644,Entero-Stop,Tablet,Oral Solid,Drug,1,07-11-2024,17:28,3.84,3.84,2.57,1.27,0,Mobile Payment,New,EMP010,SUP009
1235730,MED0235,Laxodep,Capsule,Oral Solid,Drug,4,25-09-2024,17:31,5.85,23.4,15.67,7.73,10,Cash,Regular,EMP020,SUP008
1235730,MED0212,Daily Complete Multivitamin Adva-Max,Tablet,Oral Solid,Supply,2,25-09-2024,17:31,16.01,32.02,21.45,10.57,0,Insurance,Regular,EMP003,SUP003
1235730,MED0520,Fat Burner,Powder,Dermatology,Drug,1,25-09-2024,17:31,15.79,15.79,10.58,5.21,15,Cash,Regular,EMP011,SUP002
1235730,MED0643,Inhibidel,Tablet,Oral Solid,Drug,1,25-09-2024,17:31,14.4,14.4,9.64,4.76,15,Cash,Regular,EMP002,SUP011
1235740,MED0645,Priorin Tab,Tablet,Oral Solid,Drug,4,20-06-2024,18:13,17.57,70.28,47.07,23.21,0,Cash,Insurance,EMP015,SUP013
1235768,MED0123,Isis Teen Derm,Gel,Topical,Supply,1,05-05-2024,13:16,31.81,31.81,21.31,10.5,0,Cash,Walk-in,EMP014,SUP005
1235768,MED0445,Isotroin-20 Tab30,Tablet,Oral Solid,Drug,2,05-05-2024,13:16,17.99,35.98,24.1,11.88,0,Cash,New,EMP006,SUP003
1235796,MED0383,Kidz Appetite-Energy,Syrup,Oral Liquid,Drug,2,21-04-2024,15:31,6.95,13.9,9.31,4.59,15,Cash,Walk-in,EMP017,SUP006
1235796,MED0436,Anti-Aging Collagen + Vitamin C,Tablet,Oral Solid,Supply,1,21-04-2024,15:31,2.43,2.43,1.63,0.8,5,Card,Walk-in,EMP007,SUP006
1235836,MED0610,Fastum Gel,Gel,Topical,Drug,1,20-02-2024,16:55,11.2,11.2,7.5,3.7,15,Insurance,New,EMP019,SUP003
1235836,MED0557,Depo-Medrol Vial 80Mg,Injection,Injectable,Drug,1,20-02-2024,16:55,18.47,18.47,12.37,6.1,15,Insurance,Regular,EMP015,SUP014
1235836,MED0596,Torix 90Mg,Tablet,Oral Solid,Drug,2,20-02-2024,16:55,17.79,35.58,23.83,11.75,0,Mobile Payment,New,EMP014,SUP008
1235907,MED0646,Lipikar Balm,Cream,Topical,Supply,1,08-12-2024,14:26,21.16,21.16,14.17,6.99,0,Insurance,New,EMP005,SUP007
